"SiteID","Easting","Northing","Depth","Stratify","Transect","Clay","pH"
"h112",151.3117401,-32.81953448,0.07,2,6,45,7.05
"h112",151.3117401,-32.81953448,0.27,2,6,49,7.44
"h112",151.3117401,-32.81953448,0.6,2,6,45,7.77
"h112",151.3117401,-32.81953448,0.9,2,6,49,7.28
"h113",151.3166245,-32.82502972,0.03,2,6,14,7.52
"h113",151.3166245,-32.82502972,0.12,2,6,15,7.25
"h113",151.3166245,-32.82502972,0.3,2,6,57,6.44
"h113",151.3166245,-32.82502972,0.56,2,6,NA,6.44
"h114",151.3166374,-32.82434445,0.05,2,6,34,5.95
"h114",151.3166374,-32.82434445,0.13,2,6,34,6.31
"h114",151.3166374,-32.82434445,0.33,2,6,45,5.78
"h114",151.3166374,-32.82434445,0.7,2,6,49,5.78
"h115",151.3164653,-32.82384608,0.05,2,6,34,5.96
"h115",151.3164653,-32.82384608,0.16,2,6,45,6.96
"h115",151.3164653,-32.82384608,0.48,2,6,45,5.95
"h115",151.3164653,-32.82384608,0.88,2,6,57,5.86
"h116",151.3166907,-32.82321779,0.05,2,6,21,5.92
"h116",151.3166907,-32.82321779,0.16,2,6,21,6.73
"h116",151.3166907,-32.82321779,0.49,2,6,NA,5.82
"h116",151.3166907,-32.82321779,0.89,2,6,34,5.86
"h117",151.3162704,-32.82228317,0.23,2,6,32,6.03
"h117",151.3162704,-32.82228317,0.63,2,6,49,6.38
"h118",151.3159473,-32.82072755,0.03,2,6,24,8.23
"h118",151.3159473,-32.82072755,0.13,2,6,21,7.96
"h118",151.3159473,-32.82072755,0.4,2,6,57,7.86
"h118",151.3159473,-32.82072755,0.7,2,6,57,7.38
"h119",151.3154245,-32.81956608,0.05,2,6,34,8.93
"h119",151.3154245,-32.81956608,0.17,2,6,45,9.04
"h119",151.3154245,-32.81956608,0.47,2,6,57,8.56
"h119",151.3154245,-32.81956608,0.76,2,6,49,8.18
"h119",151.3154245,-32.81956608,0.86,2,6,49,7.91
"h119",151.3154245,-32.81956608,0.95,2,6,49,7.89
"h120",151.2937277,-32.82476473,0.03,2,6,21,5.93
"h120",151.2937277,-32.82476473,0.16,2,6,40,6.1
"h120",151.2937277,-32.82476473,0.38,2,6,45,6.7
"h120",151.2937277,-32.82476473,0.65,2,6,45,5.95
"h120",151.2937277,-32.82476473,0.9,2,6,45,5.91
"h121",151.2929006,-32.82444681,0.09,2,6,21,5.87
"h121",151.2929006,-32.82444681,0.23,2,6,49,6.55
"h121",151.2929006,-32.82444681,0.45,2,6,45,5.71
"h121",151.2929006,-32.82444681,0.7,2,6,40,5.71
"h121",151.2929006,-32.82444681,0.9,2,6,40,6.13
"h122",151.2923084,-32.82525043,0.12,2,6,21,6.1
"h122",151.2923084,-32.82525043,0.36,2,6,49,7.2
"h122",151.2923084,-32.82525043,0.56,2,6,40,5.97
"h122",151.2923084,-32.82525043,0.69,2,6,40,6.17
"h122",151.2923084,-32.82525043,0.81,2,6,32,5.8
"h122",151.2923084,-32.82525043,0.93,2,6,32,6.12
"h123",151.2913714,-32.82509334,0.14,2,6,21,6
"h123",151.2913714,-32.82509334,0.44,2,6,49,6.82
"h123",151.2913714,-32.82509334,0.8,2,6,45,6.15
"h124",151.2905943,-32.82495646,0.08,2,6,40,6.04
"h124",151.2905943,-32.82495646,0.41,2,6,49,6.2
"h124",151.2905943,-32.82495646,0.83,2,6,45,6.11
"h125",151.2902429,-32.82545672,0.07,2,6,40,6.16
"h125",151.2902429,-32.82545672,0.24,2,6,40,6.61
"h125",151.2902429,-32.82545672,0.45,2,6,45,6.64
"h125",151.2902429,-32.82545672,0.78,2,6,40,6.31
"h126",151.2898038,-32.82607303,0.11,2,6,45,7.5
"h126",151.2898038,-32.82607303,0.34,2,6,45,7.78
"h126",151.2898038,-32.82607303,0.64,2,6,45,7.84
"h126",151.2898038,-32.82607303,0.91,2,6,40,NA
"h127",151.3004564,-32.82817527,0.07,2,6,24,6.92
"h127",151.3004564,-32.82817527,0.22,2,6,34,7.28
"h127",151.3004564,-32.82817527,0.41,2,6,39,7.42
"h127",151.3004564,-32.82817527,0.73,2,6,31,8.95
"h127",151.3004564,-32.82817527,0.97,2,6,NA,9.08
"h128",151.2998397,-32.82746342,0.09,2,7,24,6.92
"h128",151.2998397,-32.82746342,0.23,2,7,40,7.2
"h128",151.2998397,-32.82746342,0.49,2,7,40,7.2
"h128",151.2998397,-32.82746342,0.8,2,7,21,7.3
"h128",151.2998397,-32.82746342,0.95,2,7,21,7.41
"h129",151.2997299,-32.82705607,0.14,2,7,24,6.97
"h129",151.2997299,-32.82705607,0.42,2,7,45,7.34
"h129",151.2997299,-32.82705607,0.68,2,7,45,7.21
"h129",151.2997299,-32.82705607,0.9,2,7,49,6.4
"h130",151.2997847,-32.82586631,0.06,2,7,10,5.93
"h130",151.2997847,-32.82586631,0.16,2,7,21,6.24
"h130",151.2997847,-32.82586631,0.45,2,7,45,6.34
"h130",151.2997847,-32.82586631,0.85,2,7,45,5.53
"h131",151.2990218,-32.82554028,0.06,2,7,21,5.18
"h131",151.2990218,-32.82554028,0.19,2,7,45,6.52
"h131",151.2990218,-32.82554028,0.41,2,7,24,5.43
"h131",151.2990218,-32.82554028,0.69,2,7,14,5.82
"h131",151.2990218,-32.82554028,0.91,2,7,32,5.55
"h132",151.2994427,-32.82475233,0.03,2,7,24,6.32
"h132",151.2994427,-32.82475233,0.2,2,7,24,5.97
"h132",151.2994427,-32.82475233,0.49,2,7,49,6.11
"h132",151.2994427,-32.82475233,0.82,2,7,49,5.68
"h133",151.2997604,-32.82377358,0.13,2,7,24,5.1
"h133",151.2997604,-32.82377358,0.41,2,7,34,6.8
"h133",151.2997604,-32.82377358,0.78,2,7,34,6.91
"h134",151.300542,-32.82816742,0.05,2,7,21,4.92
"h134",151.300542,-32.82816742,0.24,2,7,45,5.69
"h134",151.300542,-32.82816742,0.44,2,7,40,5.94
"h134",151.300542,-32.82816742,0.59,2,7,40,5.91
"h134",151.300542,-32.82816742,0.74,2,7,34,6.29
"h134",151.300542,-32.82816742,0.9,2,7,NA,6.62
"h135",151.3013293,-32.82777225,0.2,2,7,34,6.14
"h135",151.3013293,-32.82777225,0.5,2,7,34,6.14
"h135",151.3013293,-32.82777225,0.8,2,7,21,7.96
"h136",151.3012926,-32.82689691,0.05,2,7,21,6
"h136",151.3012926,-32.82689691,0.21,2,7,34,6
"h136",151.3012926,-32.82689691,0.5,2,7,40,6.5
"h136",151.3012926,-32.82689691,0.82,2,7,45,7
"h137",151.302054,-32.82617671,0.1,2,7,34,5.9
"h137",151.302054,-32.82617671,0.31,2,7,40,6.3
"h137",151.302054,-32.82617671,0.57,2,7,45,6.8
"h137",151.302054,-32.82617671,0.81,2,7,40,6.6
"h137",151.302054,-32.82617671,0.95,2,7,32,6.3
"h138",151.3019967,-32.82469682,0.09,2,7,15,5.6
"h138",151.3019967,-32.82469682,0.25,2,7,8,5.9
"h138",151.3019967,-32.82469682,0.54,2,7,45,5.3
"h138",151.3019967,-32.82469682,0.87,2,7,45,4.9
"h139",151.3029731,-32.82390737,0.04,2,7,45,5.9
"h139",151.3029731,-32.82390737,0.18,2,7,40,5.8
"h139",151.3029731,-32.82390737,0.49,2,7,49,5.4
"h139",151.3029731,-32.82390737,0.83,2,7,32,5.5
"h140",151.3034763,-32.82272369,0.17,2,7,22,5.3
"h140",151.3034763,-32.82272369,0.44,2,7,21,4.9
"h140",151.3034763,-32.82272369,0.7,2,7,40,5.9
"h141",151.3006698,-32.82818719,0.13,2,7,49,6.2
"h141",151.3006698,-32.82818719,0.33,2,7,40,7.7
"h141",151.3006698,-32.82818719,0.54,2,7,40,7.1
"h141",151.3006698,-32.82818719,0.75,2,7,22,7.06
"h141",151.3006698,-32.82818719,0.91,2,7,32,7.7
"h142",151.302449,-32.82843681,0.04,2,7,NA,6.1
"h142",151.302449,-32.82843681,0.18,2,7,34,6.8
"h142",151.302449,-32.82843681,0.36,2,7,34,7.5
"h142",151.302449,-32.82843681,0.56,2,7,24,7.9
"h142",151.302449,-32.82843681,0.84,2,7,10,8.1
"h143",151.3038244,-32.82857271,0.05,2,7,34,7
"h143",151.3038244,-32.82857271,0.26,2,7,40,7.3
"h143",151.3038244,-32.82857271,0.45,2,7,NA,7.8
"h144",151.3051195,-32.82787776,0.09,2,7,45,6.5
"h144",151.3051195,-32.82787776,0.23,2,7,49,7.3
"h144",151.3051195,-32.82787776,0.41,2,7,40,8
"h144",151.3051195,-32.82787776,0.78,2,7,40,8.4
"h145",151.3076451,-32.82650497,0.09,2,7,10,7.4
"h145",151.3076451,-32.82650497,0.25,2,7,40,8.2
"h145",151.3076451,-32.82650497,0.47,2,7,57,8
"h145",151.3076451,-32.82650497,0.68,2,7,57,7.7
"h145",151.3076451,-32.82650497,0.88,2,7,NA,7.8
"h146",151.3093209,-32.8277001,0.06,2,7,40,5.6
"h146",151.3093209,-32.8277001,0.18,2,7,40,7.03
"h146",151.3093209,-32.8277001,0.55,2,7,57,5.5
"h147",151.3125983,-32.82950303,0.1,2,7,39,6.6
"h147",151.3125983,-32.82950303,0.36,2,7,57,6.5
"h155",151.3170973,-32.82545095,0.09,2,7,8,6.72
"h155",151.3170973,-32.82545095,0.3,2,7,14,6.57
"h155",151.3170973,-32.82545095,0.7,2,7,NA,5.93
"h155",151.3170973,-32.82545095,0.88,2,7,NA,5.5
"h155",151.3170973,-32.82545095,0.97,2,7,14,5.93
"h156",151.3174101,-32.82585199,0.13,2,7,21,6.69
"h156",151.3174101,-32.82585199,0.35,2,7,21,6.86
"h156",151.3174101,-32.82585199,0.6,2,7,45,6.54
"h156",151.3174101,-32.82585199,0.84,2,7,NA,6.29
"h157",151.3176598,-32.82620709,0.1,2,7,8,5.68
"h157",151.3176598,-32.82620709,0.29,2,7,14,7.11
"h157",151.3176598,-32.82620709,0.59,2,7,32,6.33
"h157",151.3176598,-32.82620709,0.9,2,7,49,6.18
"h158",151.3172122,-32.82785155,0.13,2,7,22,6.19
"h158",151.3172122,-32.82785155,0.31,2,7,45,5.1
"h158",151.3172122,-32.82785155,0.41,2,7,45,5.68
"h158",151.3172122,-32.82785155,0.55,2,7,49,5.89
"h158",151.3172122,-32.82785155,0.72,2,7,49,6.03
"h159",151.317562,-32.82912794,0.04,2,7,15,6.1
"h159",151.317562,-32.82912794,0.11,2,7,10,6.4
"h159",151.317562,-32.82912794,0.45,2,7,57,6.32
"h159",151.317562,-32.82912794,0.88,2,7,49,5.64
"h160",151.3186267,-32.82988181,0.09,2,7,15,6.05
"h160",151.3186267,-32.82988181,0.25,2,7,10,6.71
"h160",151.3186267,-32.82988181,0.54,2,7,57,6.49
"h160",151.3186267,-32.82988181,0.88,2,7,49,6.43
"h161",151.3205228,-32.83130521,0.11,2,7,21,5.66
"h161",151.3205228,-32.83130521,0.42,2,7,49,5.48
"h161",151.3205228,-32.83130521,0.81,2,7,57,6.52
"h162",151.3175241,-32.82490653,0.04,2,7,22,5.73
"h162",151.3175241,-32.82490653,0.11,2,7,22,6.13
"h162",151.3175241,-32.82490653,0.36,2,7,21,5.61
"h162",151.3175241,-32.82490653,0.67,2,7,45,5.3
"h163",151.3182913,-32.82500703,0.05,2,7,22,5.9
"h163",151.3182913,-32.82500703,0.36,2,7,57,6.35
"h163",151.3182913,-32.82500703,0.75,2,7,57,6
"h164",151.3198582,-32.8257496,0.05,2,7,21,6.3
"h164",151.3198582,-32.8257496,0.17,2,7,21,5.8
"h164",151.3198582,-32.8257496,0.53,2,7,49,5.8
"h164",151.3198582,-32.8257496,0.84,2,7,49,5.5
"h165",151.3211763,-32.82722837,0.1,2,7,21,5.75
"h165",151.3211763,-32.82722837,0.34,2,7,57,6.46
"h165",151.3211763,-32.82722837,0.66,2,7,45,6.23
"h165",151.3211763,-32.82722837,0.88,2,7,49,6
"h166",151.3207107,-32.82813304,0.1,2,7,15,5.75
"h166",151.3207107,-32.82813304,0.38,2,7,49,6.34
"h166",151.3207107,-32.82813304,0.78,2,7,49,5.95
"h167",151.3204077,-32.82890461,0.05,2,7,21,5.3
"h167",151.3204077,-32.82890461,0.15,2,7,21,6.66
"h167",151.3204077,-32.82890461,0.45,2,7,49,6.3
"h167",151.3204077,-32.82890461,0.72,2,7,49,6.3
"h168",151.3213711,-32.83107308,0.08,2,7,40,5.83
"h168",151.3213711,-32.83107308,0.22,2,7,34,6.25
"h168",151.3213711,-32.83107308,0.56,2,7,49,6.41
"h168",151.3213711,-32.83107308,0.88,2,7,49,6.2
"h176",151.3004152,-32.82809354,0.17,2,7,21,6.82
"h176",151.3004152,-32.82809354,0.4,2,7,32,8.28
"h176",151.3004152,-32.82809354,0.68,2,7,22,9.08
"h176",151.3004152,-32.82809354,0.95,2,7,32,8.95
"h177",151.3024771,-32.82920381,0.14,2,7,34,6.58
"h177",151.3024771,-32.82920381,0.34,2,7,34,7.42
"h177",151.3024771,-32.82920381,0.69,2,7,21,8.37
"h178",151.3035408,-32.82944371,0.07,2,7,34,8.67
"h178",151.3035408,-32.82944371,0.2,2,7,32,9.07
"h178",151.3035408,-32.82944371,0.33,2,7,45,9.2
"h178",151.3035408,-32.82944371,0.54,2,7,21,8.76
"h178",151.3035408,-32.82944371,0.84,2,7,14,8.97
"h179",151.3043374,-32.82967998,0.1,2,7,34,7.88
"h179",151.3043374,-32.82967998,0.39,2,7,49,7.25
"h179",151.3043374,-32.82967998,0.78,2,7,32,8.32
"h180",151.3051299,-32.83014166,0.05,2,7,49,7.49
"h180",151.3051299,-32.83014166,0.2,2,7,49,7.84
"h180",151.3051299,-32.83014166,0.55,2,7,32,8.8
"h180",151.3051299,-32.83014166,0.9,2,7,NA,9.02
"h181",151.3064648,-32.83015974,0.09,2,7,45,5.56
"h181",151.3064648,-32.83015974,0.23,2,7,49,6.11
"h181",151.3064648,-32.83015974,0.54,2,7,57,6.09
"h181",151.3064648,-32.83015974,0.9,2,7,57,6.93
"h182",151.3094146,-32.8295232,0.09,2,7,32,9.02
"h182",151.3094146,-32.8295232,0.43,2,7,49,9.17
"h182",151.3094146,-32.8295232,0.84,2,7,57,9.84
"k001",151.2950055,-32.8283266,0.06,3,9,34,6.31
"k001",151.2950055,-32.8283266,0.18,3,9,34,6.64
"k001",151.2950055,-32.8283266,0.43,3,9,49,6.58
"k001",151.2950055,-32.8283266,0.82,3,9,49,6.03
"k002",151.2965263,-32.82812184,0.07,3,9,34,5.92
"k002",151.2965263,-32.82812184,0.23,3,9,34,7.22
"k002",151.2965263,-32.82812184,0.5,3,9,49,6.37
"k002",151.2965263,-32.82812184,0.84,3,9,45,6.48
"k003",151.2972739,-32.82869119,0.09,3,9,34,6.19
"k003",151.2972739,-32.82869119,0.31,3,9,40,6.48
"k003",151.2972739,-32.82869119,0.58,3,9,49,6.91
"k003",151.2972739,-32.82869119,0.85,3,9,57,6.63
"k004",151.2975543,-32.82910988,0.13,3,9,34,6.26
"k004",151.2975543,-32.82910988,0.35,3,9,40,6.42
"k004",151.2975543,-32.82910988,0.54,3,9,49,6.38
"k004",151.2975543,-32.82910988,0.82,3,9,57,6.3
"k005",151.2977698,-32.82957278,0.2,3,9,21,5.59
"k005",151.2977698,-32.82957278,0.52,3,9,21,6.46
"k005",151.2977698,-32.82957278,0.81,3,9,57,6.47
"k006",151.2990824,-32.83076309,0.06,3,9,49,6.02
"k006",151.2990824,-32.83076309,0.31,3,9,40,6.82
"k006",151.2990824,-32.83076309,0.75,3,9,49,7.4
"k007",151.300684,-32.83248943,0.1,3,9,45,6.57
"k007",151.300684,-32.83248943,0.55,3,9,49,7.56
"k007",151.300684,-32.83248943,0.95,3,9,49,7.4
"k008",151.3004359,-32.8281299,0.05,3,9,24,5.74
"k008",151.3004359,-32.8281299,0.19,3,9,45,6.09
"k008",151.3004359,-32.8281299,0.43,3,9,45,7.28
"k008",151.3004359,-32.8281299,0.79,3,9,49,8.08
"k009",151.2991685,-32.82849148,0.09,3,9,40,6.12
"k009",151.2991685,-32.82849148,0.33,3,9,45,6.71
"k009",151.2991685,-32.82849148,0.61,3,9,57,6.76
"k009",151.2991685,-32.82849148,0.87,3,9,49,6.66
"k010",151.2996832,-32.82894942,0.1,3,9,40,6.24
"k010",151.2996832,-32.82894942,0.3,3,9,57,6.71
"k010",151.2996832,-32.82894942,0.52,3,9,57,6.75
"k010",151.2996832,-32.82894942,0.72,3,9,49,6.48
"k010",151.2996832,-32.82894942,0.9,3,9,32,6
"k011",151.2997169,-32.82941887,0.08,3,9,40,7.23
"k011",151.2997169,-32.82941887,0.23,3,9,49,7.1
"k011",151.2997169,-32.82941887,0.41,3,9,57,6.73
"k011",151.2997169,-32.82941887,0.72,3,9,57,6.75
"k012",151.2991573,-32.82963674,0.14,3,9,40,7.08
"k012",151.2991573,-32.82963674,0.44,3,9,45,7.61
"k012",151.2991573,-32.82963674,0.74,3,9,45,7.3
"k012",151.2991573,-32.82963674,0.95,3,9,57,7.55
"k013",151.2996743,-32.83053664,0.17,3,9,40,6.35
"k013",151.2996743,-32.83053664,0.45,3,9,57,7.24
"k013",151.2996743,-32.83053664,0.69,3,9,49,7.4
"k014",151.3005372,-32.83234314,0.13,3,9,40,6.2
"k014",151.3005372,-32.83234314,0.3,3,9,49,6.7
"k014",151.3005372,-32.83234314,0.62,3,9,57,6.1
"k015",151.3003726,-32.82808395,0.04,3,9,NA,7.5
"k015",151.3003726,-32.82808395,0.19,3,9,49,8.3
"k015",151.3003726,-32.82808395,0.42,3,9,45,8.8
"k015",151.3003726,-32.82808395,0.77,3,9,45,8.1
"k016",151.3027222,-32.82867501,0.09,3,9,49,6.66
"k016",151.3027222,-32.82867501,0.26,3,9,49,7.3
"k016",151.3027222,-32.82867501,0.54,3,9,49,7.99
"k016",151.3027222,-32.82867501,0.87,3,9,49,8.23
"k017",151.3037827,-32.82851803,0.05,3,9,NA,8.96
"k017",151.3037827,-32.82851803,0.25,3,9,49,8.4
"k017",151.3037827,-32.82851803,0.69,3,9,40,8.7
"k018",151.3050261,-32.82773219,0.09,3,9,40,8.2
"k018",151.3050261,-32.82773219,0.27,3,9,49,7.81
"k018",151.3050261,-32.82773219,0.43,3,9,49,8.1
"k018",151.3050261,-32.82773219,0.76,3,9,NA,8.54
"k019",151.3061374,-32.82715198,0.16,3,9,49,6.9
"k019",151.3061374,-32.82715198,0.54,3,9,57,8.8
"k019",151.3061374,-32.82715198,0.88,3,9,57,8.65
"k020",151.3077974,-32.8274901,0.16,3,9,57,8.5
"k020",151.3077974,-32.8274901,0.42,3,9,49,9.9
"k020",151.3077974,-32.8274901,0.76,3,9,57,9.38
"k021",151.3127328,-32.82917114,0.13,3,9,40,8.3
"k021",151.3127328,-32.82917114,0.46,3,9,57,7.1
"k021",151.3127328,-32.82917114,0.83,3,9,57,7.2
"k022",151.3006686,-32.82825031,0.09,3,9,40,6.94
"k022",151.3006686,-32.82825031,0.27,3,9,49,7.7
"k022",151.3006686,-32.82825031,0.56,3,9,45,9.33
"k022",151.3006686,-32.82825031,0.89,3,9,45,9.32
"k023",151.30209,-32.82933384,0.08,3,9,49,7.07
"k023",151.30209,-32.82933384,0.25,3,9,57,7.45
"k023",151.30209,-32.82933384,0.45,3,9,NA,8.77
"k023",151.30209,-32.82933384,0.78,3,9,NA,9.11
"k024",151.3028816,-32.82984062,0.08,3,9,49,7.76
"k024",151.3028816,-32.82984062,0.29,3,9,57,7.79
"k024",151.3028816,-32.82984062,0.49,3,9,57,7.94
"k024",151.3028816,-32.82984062,0.58,3,9,57,8.04
"k024",151.3028816,-32.82984062,0.81,3,9,NA,8.98
"k025",151.3028374,-32.83048037,0.05,3,9,40,7.94
"k025",151.3028374,-32.83048037,0.31,3,9,57,7.79
"k025",151.3028374,-32.83048037,0.6,3,9,40,7.79
"k025",151.3028374,-32.83048037,0.84,3,9,40,8.75
"k026",151.3031013,-32.83120547,0.09,3,9,49,8.78
"k026",151.3031013,-32.83120547,0.28,3,9,57,5.59
"k026",151.3031013,-32.83120547,0.47,3,9,40,8.62
"k026",151.3031013,-32.83120547,0.78,3,9,45,8.82
"k027",151.3022668,-32.8318345,0.14,3,9,49,8
"k027",151.3022668,-32.8318345,0.49,3,9,57,8.33
"k027",151.3022668,-32.8318345,0.84,3,9,57,8.9
"k027",151.3022668,-32.8318345,0.99,3,9,57,9.01
"k028",151.3006853,-32.8324173,0.1,3,9,40,8.33
"k028",151.3006853,-32.8324173,0.35,3,9,45,8.48
"k028",151.3006853,-32.8324173,0.75,3,9,45,8.48
"k029",151.2917498,-32.83266541,0.06,3,9,40,6.68
"k029",151.2917498,-32.83266541,0.19,3,9,49,6.93
"k029",151.2917498,-32.83266541,0.41,3,9,57,5.7
"k029",151.2917498,-32.83266541,0.67,3,9,21,6.03
"k030",151.2928265,-32.83222916,0.07,3,9,40,5.67
"k030",151.2928265,-32.83222916,0.32,3,9,49,6.56
"k030",151.2928265,-32.83222916,0.67,3,9,49,6.89
"k030",151.2928265,-32.83222916,0.92,3,9,32,6.62
"k031",151.2923054,-32.83154563,0.14,3,9,45,7.2
"k031",151.2923054,-32.83154563,0.55,3,9,57,7.54
"k031",151.2923054,-32.83154563,0.92,3,9,49,6.51
"k032",151.292047,-32.83109115,0.09,3,9,45,6.79
"k032",151.292047,-32.83109115,0.35,3,9,49,6.99
"k032",151.292047,-32.83109115,0.79,3,9,45,6.9
"k033",151.2915217,-32.83063304,0.06,3,9,40,6.95
"k033",151.2915217,-32.83063304,0.32,3,9,49,6.56
"k033",151.2915217,-32.83063304,0.61,3,9,45,5.74
"k033",151.2915217,-32.83063304,0.84,3,9,NA,6.96
"k034",151.291806,-32.82973502,0.14,3,9,40,7.9
"k034",151.291806,-32.82973502,0.58,3,9,45,6.75
"k035",151.2904926,-32.82858972,0.19,3,9,45,6.42
"k035",151.2904926,-32.82858972,0.49,3,9,45,6.6
"k035",151.2904926,-32.82858972,0.74,3,9,40,6.69
"k036",151.2917498,-32.83266541,0.06,3,9,21,7.14
"k036",151.2917498,-32.83266541,0.24,3,9,49,7.16
"k036",151.2917498,-32.83266541,0.47,3,9,32,6.71
"k036",151.2917498,-32.83266541,0.69,3,9,22,7.19
"k036",151.2917498,-32.83266541,0.91,3,9,NA,6.4
"k037",151.2935964,-32.8333039,0.05,3,10,21,7.07
"k037",151.2935964,-32.8333039,0.24,3,10,49,7.02
"k037",151.2935964,-32.8333039,0.56,3,10,57,6.31
"k037",151.2935964,-32.8333039,0.79,3,10,32,6.08
"k037",151.2935964,-32.8333039,0.91,3,10,NA,6.36
"k038",151.2941259,-32.83354561,0.05,3,10,32,6.35
"k038",151.2941259,-32.83354561,0.2,3,10,32,6.84
"k038",151.2941259,-32.83354561,0.37,3,10,32,6.78
"k038",151.2941259,-32.83354561,0.61,3,10,32,7.1
"k038",151.2941259,-32.83354561,0.89,3,10,57,7.25
"k039",151.2951007,-32.83396475,0.13,3,10,21,6.67
"k039",151.2951007,-32.83396475,0.34,3,10,45,6.89
"k039",151.2951007,-32.83396475,0.56,3,10,57,7.34
"k039",151.2951007,-32.83396475,0.81,3,10,49,7.95
"k039",151.2951007,-32.83396475,0.97,3,10,NA,7.73
"k040",151.2964533,-32.83362241,0.06,3,10,21,6.68
"k040",151.2964533,-32.83362241,0.2,3,10,21,6.94
"k040",151.2964533,-32.83362241,0.42,3,10,49,6.73
"k040",151.2964533,-32.83362241,0.68,3,10,49,6.88
"k040",151.2964533,-32.83362241,0.85,3,10,NA,7.1
"k042",151.3021233,-32.83432179,0.02,3,10,32,6.3
"k042",151.3021233,-32.83432179,0.19,3,10,22,6.35
"k042",151.3021233,-32.83432179,0.42,3,10,14,6.32
"k042",151.3021233,-32.83432179,0.64,3,10,49,5.53
"k043",151.2960077,-32.83458137,0.13,3,10,40,8.4
"k043",151.2960077,-32.83458137,0.44,3,10,57,8.3
"k043",151.2960077,-32.83458137,0.81,3,10,32,8.1
"k044",151.2968044,-32.8348177,0.09,3,10,49,7.41
"k044",151.2968044,-32.8348177,0.28,3,10,49,7.45
"k044",151.2968044,-32.8348177,0.59,3,10,49,7.63
"k044",151.2968044,-32.8348177,0.91,3,10,40,7.08
"k045",151.2976058,-32.83481056,0.05,3,10,32,6.05
"k045",151.2976058,-32.83481056,0.44,3,10,32,7.36
"k045",151.2976058,-32.83481056,0.83,3,10,32,7.47
"k045",151.2976058,-32.83481056,0.94,3,10,32,7.69
"k046",151.2989451,-32.8346033,0.07,3,10,22,7.56
"k046",151.2989451,-32.8346033,0.35,3,10,57,7
"k046",151.2989451,-32.8346033,0.69,3,10,57,6.03
"k046",151.2989451,-32.8346033,0.91,3,10,NA,5.91
"k047",151.3002717,-32.83506326,0.12,3,10,21,6.5
"k047",151.3002717,-32.83506326,0.29,3,10,21,6.32
"k047",151.3002717,-32.83506326,0.54,3,10,49,6.06
"k047",151.3002717,-32.83506326,0.75,3,10,32,6.07
"k048",151.3013404,-32.8350417,0.14,3,10,34,6.67
"k048",151.3013404,-32.8350417,0.33,3,10,57,7.38
"k048",151.3013404,-32.8350417,0.5,3,10,57,7.13
"k048",151.3013404,-32.8350417,0.81,3,10,57,6.29
"k049",151.3034602,-32.83648644,0.1,3,10,34,6.9
"k049",151.3034602,-32.83648644,0.45,3,10,49,8
