"SiteID","Easting","Northing","Depth","Stratify","Transect","Clay","pH"
"k049",151.3034602,-32.83648644,0.85,3,10,57,7.6
"k050",151.3030489,-32.83227802,0.1,3,10,45,8.23
"k050",151.3030489,-32.83227802,0.24,3,10,49,8.68
"k050",151.3030489,-32.83227802,0.39,3,10,32,8.64
"k050",151.3030489,-32.83227802,0.61,3,10,32,8.98
"k050",151.3030489,-32.83227802,0.86,3,10,32,9.36
"k051",151.3041663,-32.8325006,0.09,3,10,49,7.43
"k051",151.3041663,-32.8325006,0.47,3,10,57,7.77
"k051",151.3041663,-32.8325006,0.87,3,10,32,8.66
"k051",151.3041663,-32.8325006,0.99,3,10,NA,8.8
"k052",151.3054621,-32.83345613,0.04,3,10,10,5.72
"k052",151.3054621,-32.83345613,0.22,3,10,10,4.98
"k052",151.3054621,-32.83345613,0.44,3,10,10,5.21
"k053",151.3076373,-32.83254759,0.04,3,10,10,5.92
"k053",151.3076373,-32.83254759,0.27,3,10,57,5.85
"k053",151.3076373,-32.83254759,0.72,3,10,49,5.32
"k054",151.3094697,-32.83281587,0.17,3,10,15,5.36
"k054",151.3094697,-32.83281587,0.58,3,10,57,5.21
"k054",151.3094697,-32.83281587,0.91,3,10,57,5.04
"k055",151.3102963,-32.83372894,0.1,3,10,21,6.58
"k055",151.3102963,-32.83372894,0.29,3,10,22,6.44
"k055",151.3102963,-32.83372894,0.54,3,10,57,5.72
"k056",151.3124969,-32.83429977,0.09,3,10,21,5.3
"k056",151.3124969,-32.83429977,0.38,3,10,21,6.2
"k056",151.3124969,-32.83429977,0.69,3,10,32,5.46
"k057",151.3031974,-32.83233414,0.01,3,10,21,8.1
"k057",151.3031974,-32.83233414,0.11,3,10,49,8.01
"k057",151.3031974,-32.83233414,0.34,3,10,49,7.51
"k057",151.3031974,-32.83233414,0.66,3,10,45,7.79
"k057",151.3031974,-32.83233414,0.91,3,10,32,7.86
"k058",151.3056063,-32.83373767,0.01,3,10,45,6.56
"k058",151.3056063,-32.83373767,0.18,3,10,49,6.24
"k058",151.3056063,-32.83373767,0.52,3,10,49,5.88
"k058",151.3056063,-32.83373767,0.82,3,10,32,6.04
"k059",151.3047923,-32.83216636,0.08,3,10,21,7.31
"k059",151.3047923,-32.83216636,0.34,3,10,21,7.02
"k059",151.3047923,-32.83216636,0.62,3,10,15,7.4
"k059",151.3047923,-32.83216636,0.85,3,10,23,7.46
"k060",151.3056298,-32.83418894,0.07,3,10,22,5.61
"k060",151.3056298,-32.83418894,0.2,3,10,32,5.39
"k060",151.3056298,-32.83418894,0.33,3,10,49,5.21
"k060",151.3056298,-32.83418894,0.61,3,10,49,5.1
"k060",151.3056298,-32.83418894,0.9,3,10,45,5.09
"k061",151.3063761,-32.83483037,0.04,3,10,21,6.23
"k061",151.3063761,-32.83483037,0.13,3,10,45,5.89
"k061",151.3063761,-32.83483037,0.46,3,10,57,5.75
"k061",151.3063761,-32.83483037,0.86,3,10,49,5.15
"k062",151.3060914,-32.83688284,0.02,3,10,45,5.98
"k062",151.3060914,-32.83688284,0.13,3,10,49,6.49
"k062",151.3060914,-32.83688284,0.33,3,10,45,6.56
"k062",151.3060914,-32.83688284,0.57,3,10,49,6.66
"k062",151.3060914,-32.83688284,0.81,3,10,49,6.53
"k063",151.3052872,-32.83760249,0.19,3,10,32,6.32
"k063",151.3052872,-32.83760249,0.44,3,10,32,6.93
"k063",151.3052872,-32.83760249,0.59,3,10,57,7.09
"k063",151.3052872,-32.83760249,0.85,3,10,57,7.17
"k064",151.2956402,-32.84151195,0.09,3,10,31,6.04
"k064",151.2956402,-32.84151195,0.38,3,10,45,6.32
"k064",151.2956402,-32.84151195,0.66,3,10,49,7.71
"k064",151.2956402,-32.84151195,0.81,3,10,21,7.82
"k065",151.2955796,-32.84133074,0,3,10,21,6.98
"k065",151.2955796,-32.84133074,0.03,3,10,21,6.65
"k065",151.2955796,-32.84133074,0.15,3,10,49,6.44
"k065",151.2955796,-32.84133074,0.33,3,10,40,6.11
"k065",151.2955796,-32.84133074,0.55,3,10,32,5.16
"k065",151.2955796,-32.84133074,0.77,3,10,21,6.31
"k066",151.2953565,-32.84070539,0.03,3,10,NA,6.29
"k066",151.2953565,-32.84070539,0.1,3,10,21,6.59
"k066",151.2953565,-32.84070539,0.27,3,10,32,6.72
"k066",151.2953565,-32.84070539,0.69,3,10,22,5.58
"k066",151.2953565,-32.84070539,1.14,3,10,NA,5.12
"k067",151.2950536,-32.83978134,0.05,3,10,31,6.04
"k067",151.2950536,-32.83978134,0.16,3,10,31,6.24
"k067",151.2950536,-32.83978134,0.42,3,10,49,6.17
"k067",151.2950536,-32.83978134,0.72,3,10,49,5.65
"k067",151.2950536,-32.83978134,0.91,3,10,49,5.39
"k068",151.295094,-32.83934898,0.03,3,10,21,5.63
"k068",151.295094,-32.83934898,0.08,3,10,23,6.51
"k068",151.295094,-32.83934898,0.23,3,10,23,6.38
"k068",151.295094,-32.83934898,0.43,3,10,40,6.59
"k068",151.295094,-32.83934898,0.6,3,10,40,5.57
"k068",151.295094,-32.83934898,0.84,3,10,40,5.6
"k069",151.2945834,-32.83867461,0.08,3,10,40,6.14
"k069",151.2945834,-32.83867461,0.25,3,10,45,6.86
"k069",151.2945834,-32.83867461,0.57,3,10,57,5.9
"k069",151.2945834,-32.83867461,0.91,3,10,NA,5.4
"k070",151.2937823,-32.83866369,0.02,3,10,NA,5.75
"k070",151.2937823,-32.83866369,0.08,3,10,45,6.64
"k070",151.2937823,-32.83866369,0.31,3,10,45,7.01
"k070",151.2937823,-32.83866369,0.75,3,10,40,7.38
"k071",151.2955436,-32.84153769,0.05,3,10,34,5.5
"k071",151.2955436,-32.84153769,0.18,3,10,32,6.07
"k071",151.2955436,-32.84153769,0.37,3,10,40,7.02
"k071",151.2955436,-32.84153769,0.62,3,10,40,7.77
"k071",151.2955436,-32.84153769,0.88,3,10,32,8.57
"k072",151.2944908,-32.84127983,0.1,3,10,24,6.41
"k072",151.2944908,-32.84127983,0.28,3,10,34,6.52
"k072",151.2944908,-32.84127983,0.48,3,10,40,6.72
"k072",151.2944908,-32.84127983,0.74,3,10,31,5.52
"k072",151.2944908,-32.84127983,1.06,3,10,32,5.35
"k072",151.2944908,-32.84127983,1.25,3,10,40,5.12
"k073",151.2939635,-32.84148008,0.05,3,10,21,6.79
"k073",151.2939635,-32.84148008,0.17,3,10,21,6.13
"k073",151.2939635,-32.84148008,0.29,3,10,40,6.04
"k073",151.2939635,-32.84148008,0.54,3,10,45,5.64
"k073",151.2939635,-32.84148008,0.85,3,10,45,5.65
"k073",151.2939635,-32.84148008,0.99,3,10,49,5.09
"k074",151.2934274,-32.84102182,0.04,3,10,21,6.32
"k074",151.2934274,-32.84102182,0.16,3,10,21,6.32
"k074",151.2934274,-32.84102182,0.32,3,10,49,6.16
"k074",151.2934274,-32.84102182,0.56,3,10,49,5.75
"k074",151.2934274,-32.84102182,0.87,3,10,39,5.48
"k075",151.2929419,-32.84070855,0.04,3,10,21,6.24
"k075",151.2929419,-32.84070855,0.17,3,10,45,6.55
"k075",151.2929419,-32.84070855,0.34,3,10,49,6.32
"k075",151.2929419,-32.84070855,0.48,3,10,49,6.26
"k075",151.2929419,-32.84070855,0.68,3,10,49,5.92
"k075",151.2929419,-32.84070855,0.95,3,10,57,5.82
"k076",151.2926566,-32.84054232,0.12,3,10,45,5.9
"k076",151.2926566,-32.84054232,0.31,3,10,21,5.24
"k076",151.2926566,-32.84054232,0.42,3,10,40,5.57
"k076",151.2926566,-32.84054232,0.51,3,10,40,5.62
"k076",151.2926566,-32.84054232,0.61,3,10,32,5.65
"k076",151.2926566,-32.84054232,0.84,3,10,57,5.3
"k077",151.2925019,-32.8402516,0.08,3,10,21,6.42
"k077",151.2925019,-32.8402516,0.26,3,10,57,5.77
"k077",151.2925019,-32.8402516,0.59,3,10,57,5.56
"k077",151.2925019,-32.8402516,0.91,3,10,57,4.88
"k078",151.2980899,-32.84134688,0.1,3,11,45,5.1
"k078",151.2980899,-32.84134688,0.35,3,11,57,5.11
"k078",151.2980899,-32.84134688,0.63,3,11,57,5.14
"k078",151.2980899,-32.84134688,0.88,3,11,57,5.15
"k079",151.2982939,-32.84073636,0.05,3,11,40,6.1
"k079",151.2982939,-32.84073636,0.14,3,11,40,5.99
"k079",151.2982939,-32.84073636,0.25,3,11,57,5.36
"k079",151.2982939,-32.84073636,0.47,3,11,57,5.21
"k079",151.2982939,-32.84073636,0.75,3,11,57,5.1
"k079",151.2982939,-32.84073636,0.93,3,11,57,5.9
"k080",151.2982563,-32.84046528,0.09,3,11,45,5.79
"k080",151.2982563,-32.84046528,0.23,3,11,49,6.42
"k080",151.2982563,-32.84046528,0.45,3,11,57,5.72
"k080",151.2982563,-32.84046528,0.72,3,11,57,6.26
"k080",151.2982563,-32.84046528,0.91,3,11,57,5.73
"k080",151.2982563,-32.84046528,1.07,3,11,57,5.62
"k080",151.2982563,-32.84046528,1.22,3,11,57,5.64
"k081",151.297569,-32.839536,0.05,3,11,21,6.5
"k081",151.297569,-32.839536,0.14,3,11,40,6.2
"k081",151.297569,-32.839536,0.3,3,11,49,6.4
"k081",151.297569,-32.839536,0.51,3,11,57,5.6
"k081",151.297569,-32.839536,0.7,3,11,22,5.2
"k081",151.297569,-32.839536,0.83,3,11,34,5.2
"k081",151.297569,-32.839536,0.94,3,11,22,4.9
"k082",151.2968268,-32.83923729,0.04,3,11,34,6.32
"k082",151.2968268,-32.83923729,0.28,3,11,21,6.62
"k082",151.2968268,-32.83923729,0.6,3,11,21,6.22
"k082",151.2968268,-32.83923729,0.89,3,11,40,5.75
"k082",151.2968268,-32.83923729,1.17,3,11,45,5.77
"k082",151.2968268,-32.83923729,1.28,3,11,49,5.4
"k083",151.2976504,-32.83750784,0.04,3,11,23,5.89
"k083",151.2976504,-32.83750784,0.16,3,11,21,6.31
"k083",151.2976504,-32.83750784,0.34,3,11,22,6.09
"k083",151.2976504,-32.83750784,0.53,3,11,32,5.75
"k083",151.2976504,-32.83750784,0.78,3,11,57,5.82
"k083",151.2976504,-32.83750784,0.97,3,11,40,6
"k084",151.2979176,-32.8363841,0.05,3,11,49,7.13
"k084",151.2979176,-32.8363841,0.22,3,11,49,7.04
"k084",151.2979176,-32.8363841,0.51,3,11,57,7.52
"k084",151.2979176,-32.8363841,0.83,3,11,22,6.85
"k085",151.299343,-32.84062436,0.05,3,11,45,6.73
"k085",151.299343,-32.84062436,0.14,3,11,45,6.93
"k085",151.299343,-32.84062436,0.28,3,11,45,6.71
"k085",151.299343,-32.84062436,0.48,3,11,49,5.07
"k085",151.299343,-32.84062436,0.72,3,11,32,5.3
"k086",151.2992948,-32.83979396,0.04,3,11,49,6.97
"k086",151.2992948,-32.83979396,0.15,3,11,49,6.21
"k086",151.2992948,-32.83979396,0.32,3,11,57,6.25
"k086",151.2992948,-32.83979396,0.59,3,11,45,7.24
"k086",151.2992948,-32.83979396,0.88,3,11,45,6.35
"k087",151.2990469,-32.83934866,0.22,3,11,57,7.14
"k087",151.2990469,-32.83934866,0.5,3,11,57,5.85
"k087",151.2990469,-32.83934866,0.73,3,11,57,5.54
"k087",151.2990469,-32.83934866,0.95,3,11,49,5.73
"k088",151.2987662,-32.83837982,0.14,3,11,45,6.86
"k088",151.2987662,-32.83837982,0.43,3,11,40,6.46
"k088",151.2987662,-32.83837982,0.69,3,11,57,5.24
"k088",151.2987662,-32.83837982,0.91,3,11,57,5.16
"k089",151.2985352,-32.83816924,0.2,3,11,45,7
"k089",151.2985352,-32.83816924,0.57,3,11,57,6.45
"k089",151.2985352,-32.83816924,0.87,3,11,45,5.23
"k090",151.2976776,-32.83776074,0.2,3,11,34,5.86
"k090",151.2976776,-32.83776074,0.44,3,11,40,6.61
"k090",151.2976776,-32.83776074,0.62,3,11,57,6.36
"k090",151.2976776,-32.83776074,0.88,3,11,49,6.01
"k091",151.2969412,-32.83660531,0.2,3,11,49,6.9
"k091",151.2969412,-32.83660531,0.65,3,11,57,7.43
"k091",151.2969412,-32.83660531,0.95,3,11,57,7.63
"k092",151.2993741,-32.8406789,0.05,3,11,40,6.13
"k092",151.2993741,-32.8406789,0.17,3,11,57,5.5
"k092",151.2993741,-32.8406789,0.47,3,11,40,5.79
"k092",151.2993741,-32.8406789,0.8,3,11,45,6.88
"k092",151.2993741,-32.8406789,0.95,3,11,34,8.69
"k093",151.3007102,-32.84008376,0.13,3,11,45,7.84
"k093",151.3007102,-32.84008376,0.49,3,11,40,7.35
"k093",151.3007102,-32.84008376,0.86,3,11,40,8.3
"k094",151.3015488,-32.83980654,0.05,3,11,40,6.88
"k094",151.3015488,-32.83980654,0.29,3,11,49,7.45
"k094",151.3015488,-32.83980654,0.52,3,11,45,7.88
"k094",151.3015488,-32.83980654,0.79,3,11,45,7.87
"k095",151.3020628,-32.83918219,0.04,3,11,40,6.16
"k095",151.3020628,-32.83918219,0.5,3,11,45,6.84
"k095",151.3020628,-32.83918219,0.97,3,11,57,6.96
"k096",151.3031245,-32.83897112,0.18,3,11,49,6.96
"k096",151.3031245,-32.83897112,0.47,3,11,49,7.28
"k096",151.3031245,-32.83897112,0.79,3,11,32,8.55
"k097",151.3047373,-32.83899298,0.12,3,11,45,6.79
"k097",151.3047373,-32.83899298,0.34,3,11,57,6.94
"k097",151.3047373,-32.83899298,0.72,3,11,45,5.28
"k098",151.3057968,-32.83945828,0.09,3,11,40,7.66
"k098",151.3057968,-32.83945828,0.39,3,11,57,7.75
"k098",151.3057968,-32.83945828,0.72,3,11,32,6.65
"k098",151.3057968,-32.83945828,0.92,3,11,32,6.07
"k099",151.2993741,-32.8406789,0.06,3,11,49,6.65
"k099",151.2993741,-32.8406789,0.2,3,11,49,6.35
"k099",151.2993741,-32.8406789,0.34,3,11,45,6.22
"k099",151.2993741,-32.8406789,0.61,3,11,49,5.22
"k099",151.2993741,-32.8406789,0.91,3,11,45,8.68
"k100",151.3002977,-32.8398617,0.06,3,11,45,6.6
"k100",151.3002977,-32.8398617,0.18,3,11,45,5.55
"k100",151.3002977,-32.8398617,0.3,3,11,40,5.7
"k100",151.3002977,-32.8398617,0.46,3,11,32,6.04
"k100",151.3002977,-32.8398617,0.67,3,11,40,8.88
"k100",151.3002977,-32.8398617,0.9,3,11,NA,9.05
"k101",151.3007846,-32.83954363,0.14,3,11,40,6.32
"k101",151.3007846,-32.83954363,0.38,3,11,45,6.97
"k101",151.3007846,-32.83954363,0.56,3,11,49,7.49
"k101",151.3007846,-32.83954363,0.82,3,11,NA,7.09
"k102",151.3005897,-32.83799874,0.04,3,11,40,6.5
"k102",151.3005897,-32.83799874,0.16,3,11,45,7.2
"k102",151.3005897,-32.83799874,0.3,3,11,45,7.96
"k102",151.3005897,-32.83799874,0.42,3,11,40,8.9
"k102",151.3005897,-32.83799874,0.75,3,11,NA,7.95
"k103",151.3002208,-32.83773218,0.23,3,11,49,6.42
"k103",151.3002208,-32.83773218,0.6,3,11,45,6.09
"k103",151.3002208,-32.83773218,0.83,3,11,40,6.13
"k103",151.3002208,-32.83773218,0.96,3,11,40,6.08
"k103",151.3002208,-32.83773218,1.06,3,11,NA,6.2
"k104",151.2997376,-32.83730173,0.21,3,11,40,6.98
"k104",151.2997376,-32.83730173,0.47,3,11,40,7.18
"k104",151.2997376,-32.83730173,0.57,3,11,49,7.13
"k104",151.2997376,-32.83730173,0.81,3,11,57,6
"k105",151.3005873,-32.83643843,0.12,3,11,49,6.78
"k105",151.3005873,-32.83643843,0.32,3,11,57,6.73
"k105",151.3005873,-32.83643843,0.52,3,11,45,8.4
"k105",151.3005873,-32.83643843,0.78,3,11,57,8.77
"k105",151.3005873,-32.83643843,0.96,3,11,57,7.27
"k106",151.2992662,-32.84073154,0.03,3,11,34,6
"k106",151.2992662,-32.84073154,0.2,3,11,40,6.4
"k106",151.2992662,-32.84073154,0.45,3,11,45,5.3
"k106",151.2992662,-32.84073154,0.69,3,11,21,NA
"k106",151.2992662,-32.84073154,0.91,3,11,22,NA
"k107",151.3005067,-32.84010805,0.04,3,11,34,7.2
"k107",151.3005067,-32.84010805,0.18,3,11,40,7.4
"k107",151.3005067,-32.84010805,0.51,3,11,49,8.4
"k107",151.3005067,-32.84010805,0.89,3,11,49,7.8
"k108",151.3008292,-32.83944503,0.12,3,11,34,6.8
"k108",151.3008292,-32.83944503,0.4,3,11,34,7.1
"k108",151.3008292,-32.83944503,0.81,3,11,57,6.83
"k109",151.3018445,-32.83830439,0.08,3,11,45,7.2
"k109",151.3018445,-32.83830439,0.22,3,11,22,8.6
"k109",151.3018445,-32.83830439,0.47,3,11,22,8.9
"k109",151.3018445,-32.83830439,0.82,3,11,NA,8.9
"k110",151.3027041,-32.83804548,0.11,3,11,49,8.71
"k110",151.3027041,-32.83804548,0.33,3,11,34,8.8
"k110",151.3027041,-32.83804548,0.59,3,11,34,9.1
"k110",151.3027041,-32.83804548,0.88,3,11,40,8.9
"k111",151.3035761,-32.83769655,0.19,3,11,49,7.9
"k111",151.3035761,-32.83769655,0.52,3,11,57,8.5
"k111",151.3035761,-32.83769655,0.83,3,11,49,8.4
"k112",151.3045919,-32.83764718,0.14,3,11,49,8.9
"k112",151.3045919,-32.83764718,0.61,3,11,49,8.8
"k112",151.3045919,-32.83764718,0.97,3,11,49,8.2
"k113",151.2992116,-32.84079394,0.09,3,11,45,5.81
"k113",151.2992116,-32.84079394,0.31,3,11,49,5.76
"k113",151.2992116,-32.84079394,0.51,3,11,45,5.83
"k113",151.2992116,-32.84079394,0.79,3,11,45,6.02
"k114",151.3007109,-32.84060687,0.08,3,11,45,6.8
"k114",151.3007109,-32.84060687,0.23,3,11,49,6.59
"k114",151.3007109,-32.84060687,0.45,3,11,57,6.74
"k114",151.3007109,-32.84060687,0.76,3,11,49,6.8
"k114",151.3007109,-32.84060687,0.97,3,11,40,7.61
"k115",151.3015078,-32.84083415,0.08,3,11,45,6.44
"k115",151.3015078,-32.84083415,0.25,3,11,40,6.7
"k115",151.3015078,-32.84083415,0.38,3,11,45,6.74
"k115",151.3015078,-32.84083415,0.54,3,11,40,6.82
"k115",151.3015078,-32.84083415,0.77,3,11,32,7.2
"k115",151.3015078,-32.84083415,0.94,3,11,22,7.22
"k116",151.3017387,-32.84105374,0.09,3,11,45,6.41
"k116",151.3017387,-32.84105374,0.33,3,11,49,6.7
"k116",151.3017387,-32.84105374,0.67,3,11,49,7.95
"k116",151.3017387,-32.84105374,0.93,3,11,49,7.81
"k117",151.3028111,-32.84084281,0.05,3,11,45,7.75
"k117",151.3028111,-32.84084281,0.26,3,11,49,8.13
"k117",151.3028111,-32.84084281,0.62,3,11,49,8.07
"k118",151.3043422,-32.84066516,0.08,3,11,45,7.8
"k118",151.3043422,-32.84066516,0.23,3,11,49,8.15
"k118",151.3043422,-32.84066516,0.63,3,11,49,7.6
"k118",151.3043422,-32.84066516,1.02,3,11,57,7.49
"k119",151.3055967,-32.84155699,0.08,3,11,21,7.77
"k119",151.3055967,-32.84155699,0.34,3,11,45,7.8
"k119",151.3055967,-32.84155699,0.59,3,11,49,7.83
"k119",151.3055967,-32.84155699,0.84,3,11,49,7.66
"k120",151.2950386,-32.84280248,0.1,3,11,32,5.81
"k120",151.2950386,-32.84280248,0.49,3,11,57,6.35
"k120",151.2950386,-32.84280248,0.89,3,11,32,6.09
"k121",151.2956579,-32.84281994,0.14,3,11,21,6.5
"k121",151.2956579,-32.84281994,0.45,3,11,57,6.71
"k121",151.2956579,-32.84281994,0.81,3,11,49,6.97
"k122",151.2961088,-32.84326801,0.07,3,11,40,6.15
"k122",151.2961088,-32.84326801,0.36,3,11,49,6.32
"k122",151.2961088,-32.84326801,0.69,3,11,45,6.49
"k122",151.2961088,-32.84326801,0.9,3,11,32,6.24
"k123",151.2966318,-32.84329317,0.09,3,11,40,5.99
"k123",151.2966318,-32.84329317,0.41,3,11,57,6.47
"k123",151.2966318,-32.84329317,0.82,3,11,32,6.04
"k124",151.2971852,-32.84284975,0.07,3,11,34,6.66
"k124",151.2971852,-32.84284975,0.33,3,11,57,7.06
"k124",151.2971852,-32.84284975,0.75,3,11,45,5.57
"k125",151.2979951,-32.84351915,0.18,3,11,40,6.81
"k125",151.2979951,-32.84351915,0.46,3,11,57,6.67
"k125",151.2979951,-32.84351915,0.71,3,11,57,7.22
"k125",151.2979951,-32.84351915,0.93,3,11,32,7.31
"k126",151.2993885,-32.84440392,0.11,3,11,49,7.34
"k126",151.2993885,-32.84440392,0.55,3,11,49,8.13
"k126",151.2993885,-32.84440392,0.94,3,11,57,8.06
"k127",151.3008178,-32.84676827,0.09,3,11,40,6.04
"k127",151.3008178,-32.84676827,0.32,3,11,49,6.78
"k127",151.3008178,-32.84676827,0.6,3,11,40,7.78
"k127",151.3008178,-32.84676827,0.87,3,11,21,8.39
"k128",151.3019707,-32.84570165,0.09,3,11,49,6.08
"k128",151.3019707,-32.84570165,0.34,3,11,57,5.23
"k128",151.3019707,-32.84570165,0.62,3,11,49,6.96
"k129",151.3020113,-32.84525125,0.04,3,11,45,5.95
"k129",151.3020113,-32.84525125,0.32,3,11,45,7.05
"k129",151.3020113,-32.84525125,0.74,3,11,57,5.51
"k129",151.3020113,-32.84525125,1.09,3,11,57,5.12
"k129",151.3020113,-32.84525125,1.43,3,11,57,4.62
"k130",151.3025326,-32.84480738,0.07,3,11,40,5.64
"k130",151.3025326,-32.84480738,0.19,3,11,40,6.03
"k130",151.3025326,-32.84480738,0.34,3,11,45,5.58
"k130",151.3025326,-32.84480738,0.59,3,11,45,4.27
"k131",151.3025455,-32.84413113,0.09,3,11,21,5.81
"k131",151.3025455,-32.84413113,0.34,3,11,40,6.35
"k131",151.3025455,-32.84413113,0.63,3,11,45,6.06
"k131",151.3025455,-32.84413113,0.9,3,11,57,5.55
"k132",151.3025434,-32.84368016,0.09,3,11,40,5.76
"k132",151.3025434,-32.84368016,0.44,3,11,45,6.71
"k132",151.3025434,-32.84368016,0.95,3,11,49,5.88
"k132",151.3025434,-32.84368016,1.45,3,11,21,5.85
"k133",151.3022849,-32.8432257,0.1,3,11,40,6.49
"k133",151.3022849,-32.8432257,0.34,3,11,40,6.72
"k133",151.3022849,-32.8432257,0.61,3,11,40,6.99
"k133",151.3022849,-32.8432257,0.9,3,11,40,6.89
"k134",151.3006026,-32.84684652,0.08,3,11,40,NA
"k134",151.3006026,-32.84684652,0.2,3,11,49,NA
"k134",151.3006026,-32.84684652,0.39,3,11,22,NA
"k135",151.3021828,-32.84634487,0.03,3,11,57,6.89
"k135",151.3021828,-32.84634487,0.25,3,11,57,NA
"k135",151.3021828,-32.84634487,0.57,3,11,57,NA
"k135",151.3021828,-32.84634487,0.79,3,11,22,NA
"k136",151.3028695,-32.84563268,0.04,3,11,45,6.3
"k136",151.3028695,-32.84563268,0.15,3,11,57,6.8
"k136",151.3028695,-32.84563268,0.44,3,11,57,6
"k136",151.3028695,-32.84563268,0.82,3,11,49,5.9
"k138",151.3041802,-32.84581279,0.08,3,11,34,6.99
"k138",151.3041802,-32.84581279,0.25,3,11,34,7.4
"k138",151.3041802,-32.84581279,0.48,3,11,22,7.47
"k138",151.3041802,-32.84581279,0.77,3,11,49,7.12
"k138",151.3041802,-32.84581279,0.97,3,11,57,NA
"k139",151.3063756,-32.84385836,0.07,3,11,34,NA
"k139",151.3063756,-32.84385836,0.36,3,11,49,6.85
"k139",151.3063756,-32.84385836,0.72,3,11,57,NA
"k139",151.3063756,-32.84385836,0.94,3,11,57,NA
"k140",151.3086389,-32.84338391,0.06,3,11,49,6.93
"k140",151.3086389,-32.84338391,0.34,3,11,34,7.22
"k140",151.3086389,-32.84338391,0.69,3,11,40,6.78
"k140",151.3086389,-32.84338391,0.91,3,11,49,7.05
"k141",151.2935001,-32.8333116,0.1,3,11,40,6.17
"k141",151.2935001,-32.8333116,0.36,3,11,49,7.1
"k141",151.2935001,-32.8333116,0.63,3,11,49,6.56
"k141",151.2935001,-32.8333116,0.89,3,11,NA,6.22
"k142",151.3015669,-32.84614712,0.05,3,11,40,8.57
"k142",151.3015669,-32.84614712,0.25,3,11,49,7.96
"k142",151.3015669,-32.84614712,0.5,3,11,49,7.79
"k142",151.3015669,-32.84614712,0.8,3,11,NA,8.75
"k143",151.2951153,-32.83934927,0.05,3,11,32,5.35
"k143",151.2951153,-32.83934927,0.2,3,11,32,6.65
"k143",151.2951153,-32.83934927,0.45,3,11,57,5.43
"k143",151.2951153,-32.83934927,0.8,3,11,49,5.21
"k144",151.2968637,-32.83674856,0.04,3,11,34,7.14
"k144",151.2968637,-32.83674856,0.24,3,11,45,7.72
"k144",151.2968637,-32.83674856,0.52,3,11,57,7.41
"k144",151.2968637,-32.83674856,0.82,3,11,57,7.14
